"id","name","category","low_price","high_price","median_price","description"
"4241","GenAI","Data Analytics and Management",NULL,NULL,NULL,"GenAI develops and commercializes AI-powered tools and solutions for businesses and consumers."
"4242","Gigantor","Data Analytics and Management",NULL,NULL,NULL,"Revolutionizing edge AI with unique FPGA / ASIC circuit designs for real-time 4K image processing at 240 FPS+ with near-zero latency, outperforming GPUs"
"4243","GoFlek","Data Analytics and Management",NULL,NULL,NULL,"GoFlek state-of-the-art probability engine - the FLEK MACHINE - enables businesses to develop ML-driven applications that unlock complex data."
"4244","Graphen","Data Analytics and Management",NULL,NULL,NULL,"Graphen builds next-generation AI platforms based on graphs to produce full brain functions and generate novel industry solutions."
"4245","Grayscale AI","Data Analytics and Management",NULL,NULL,NULL,"Grayscale AI enables fully autonomous drones and robots using neuromorphic computing and neuromorphic AI."
"4246","Graphite Note","Data Analytics and Management",NULL,NULL,NULL,"Create machine learning models with our no-code AI tool in minutes. Automatically transform data into key drivers, actionable insights, and strategic responses."
"4247","Guise AI","Data Analytics and Management",NULL,NULL,NULL,"Guise AI provides a no-code platform for real-time AI at the edge, enabling efficient and secure workload management."
"4248","Grok","Data Analytics and Management",NULL,NULL,NULL,"Grok provides a powerful artificial intelligence (AI) and machine learning platform to address critical time-consuming operational tasks."
"4249","H","Data Analytics and Management",NULL,NULL,NULL,"H is working on frontier action models, to boost the productivity of workers"
"4250","H10 AI","Data Analytics and Management",NULL,NULL,NULL,"Transform your business into an AI Leader in your industry"
"4251","Habana","Data Analytics and Management",NULL,NULL,NULL,"Deep Learning and AI Processor Chip Manufacturer"
"4252","Hailo","Data Analytics and Management",NULL,NULL,NULL,"Hailo offers breakthrough AI processors uniquely designed to enable high performance deep learning applications on edge devices."
"4253","Hasty","Data Analytics and Management",NULL,NULL,NULL,"Everything you need to go from raw images or videos to production-ready model in one tool. No MLops skills or tricky integrations needed."
"4254","Hatz AI","Data Analytics and Management",NULL,NULL,NULL,"Hatz AI helps MSPs build an AI-as-a-Service business with AI applications and agents, vector storage, and custom LLMs."
"4255","Haut.AI","Data Analytics and Management",NULL,NULL,NULL,"AI-powered, science-based tools that help beauty and skincare brands enhance their shopping experiences."
"4256","Haystac","Data Analytics and Management",NULL,NULL,NULL,"Browse through the website of Haystac today to find out more about our content analytics solutions and services."
"4257","Heka.ai","Data Analytics and Management",NULL,NULL,NULL,"The ecosystem of A.I. solutions developed by Sia Partners, providing industrial tools for recurring issues addressed by data science."
"4258","HelloGov","Data Analytics and Management",NULL,NULL,NULL,"HelloGov is the first full-stack federal AI company offering a no-code, non-proprietary ML product suite with no vendor lock-in."
"4259","Helm.ai","Data Analytics and Management",NULL,NULL,NULL,"Helm.ai pioneers a groundbreaking approach in unsupervised learning for AI and autonomous technologies."
"4260","High Peak Software","Data Analytics and Management",NULL,NULL,NULL,"High Peak Software specializes in strategizing, designing, building, shipping, scaling, and marketing digital products on a quick turnaround-time."
"4261","Hour One","Data Analytics and Management",NULL,NULL,NULL,"Create, manage, and streamline cinematic Gen-AI avatar videos with text-to-video generator."
"4262","Howso","Data Analytics and Management",NULL,NULL,NULL,"Maximize AI ROI by uncovering the truth about your data."
"4263","Hive.ai","Customer Support","13447.00","37319.00","36000.00","Hive.ai is an AI-powered platform that enables businesses to automate their customer service operations."
"4264","Humanotics","Data Analytics and Management",NULL,NULL,NULL,"Humanotics demystifies Artificial Intelligence and advanced Digital Customer Management technologies to deliver benefits faster."
"4265","Hume AI","Data Analytics and Management",NULL,NULL,NULL,"Empathic AI research lab building multimodal AI with emotional intelligence"
"4266","Humley","Data Analytics and Management",NULL,NULL,NULL,"Build and launch your first Conversational Assistant in under an hour with Studio, a no-code platform to deliver self-serve experiences and control AI outputs."
"4267","Hypergiant","Data Analytics and Management",NULL,NULL,NULL,"We create AI-enabled decision-making software for space, defense, and critical infrastructure sectors."
"4268","Hypatos","Data Analytics and Management",NULL,NULL,NULL,"Hypatos enables autonomous finance by providing superior data for secure backend system processing, balancing humans and machines to accelerate business."
"4269","Hyperleap AI","Data Analytics and Management",NULL,NULL,NULL,"AI solutions for prompt engineering, conversational personas, and org-wide AI."
"4270","HyperScience","Data Analytics and Management",NULL,NULL,NULL,"Hyperscience provides a unique enterprise data automation platform. Use our proprietary ML software to automate data-centric, mission-critical processes."
"4271","i2k Connect","Data Analytics and Management",NULL,NULL,NULL,"Offering AI to help users find information for better decision-making, safer, more efficient operations, and quantifiable bottom-line results."
"4272","ICONIQ","Data Analytics and Management",NULL,NULL,NULL,"Bring any virtual character to life with ICONIQ’s award-winning AI brain and procedural animation."
"4273","ICURO","Data Analytics and Management",NULL,NULL,NULL,"Silicon technology advancing with artificial intelligence"
"4274","Imagga","Data Analytics and Management",NULL,NULL,NULL,"Cloud and on-premise powerful image recognition APIs. Build your apps and add amazing capabilities like: auto categorization, auto tagging, artificial inteligence search."
"4275","iMerit","Data Analytics and Management",NULL,NULL,NULL,"iMerit provides a technology platform, custom tooling and experts-in-the-loop for data annotation and generative AI model evaluation."
"4276","Impact AI","Data Analytics and Management",NULL,NULL,NULL,"Your agent-enabled platform for efficient analysis, evaluations, and alignment of generative AI products."
"4277","igraph","Data Analytics and Management",NULL,NULL,NULL,"igraph is a collection of network analysis tools with the emphasis on efficiency, portability, and ease of use."
"4278","Impelo","Data Analytics and Management",NULL,NULL,NULL,"Virtual assistant that attends your online meetings, captures key moments, and takes notes, automatically. Stay focused on the conversation, we got your back."
"4279","Inawisdom","Data Analytics and Management",NULL,NULL,NULL,"Inawisdom provides consulting in AI, Machine Learning, and Data Analytics as an AWS Premier Services Partner."
"4280","Infinitii AI","Data Analytics and Management",NULL,NULL,NULL,"Infinitii AI provides AI-driven predictive analytics for industrial and Smart City infrastructure applications using time-series data."
"4281","Inflection","Data Analytics and Management",NULL,NULL,NULL,"Inflection is an AI studio creating a personal AI for everyone."
"4282","Infolytx","Data Analytics and Management",NULL,NULL,NULL,"Harness the power of artificial intelligence technologies for your business using our products, AI accelerators or development team."
"4283","Infrrd","Data Analytics and Management",NULL,NULL,NULL,"Cheaper, Lighter, Faster Enterprise AI platform that makes sense of your image, text and behavioral data to automate decision for cost/man power reduction or revenue increase."
"4284","Innatera","Data Analytics and Management",NULL,NULL,NULL,"Innatera's processors help sensors recognise patterns with more energy efficiency, lower latency and greater privacy."
"4285","Innova Integra","Data Analytics and Management",NULL,NULL,NULL,"Innova Integra Limited is an AI research and development company specializing in applied AI research and consulting."
